SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-8130;02;13;1;50;3;1;1;2;#≠NULO!;2;3;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;9;8;10;10;10;9;8;10;10;10;2;2;1;99;3;3;#≠NULO!;8;8;#≠NULO!;#≠NULO!;#≠NULO!;2;2;2;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;2;2;AGESIC-8130
AGESIC-5795;01;10;1;63;4;1;1;2;#≠NULO!;2;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;3;3;3;#≠NULO!;1;10;#≠NULO!;#≠NULO!;#≠NULO!;3;1;99;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;03;00.001;2;1;AGESIC-5795
AGESIC-4233;02;16;2;75;4;2;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;8;99;99;8;8;8;#≠NULO!;#≠NULO!;8;3;2;3;2;3;3;#≠NULO!;9;7;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;2;2;AGESIC-4233
AGESIC-1944;02;16;1;34;2;2;2;#≠NULO!;#≠NULO!;2;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;2;99;99;9;8;2;#≠NULO!;#≠NULO!;9;1;1;2;3;3;3;#≠NULO!;10;2;#≠NULO!;#≠NULO!;#≠NULO!;3;2;2;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;2;2;AGESIC-1944
AGESIC-477;02;12;1;34;2;1;1;1;2;2;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;6;6;8;9;4;6;6;8;9;4;1;1;2;3;3;3;#≠NULO!;8;8;#≠NULO!;#≠NULO!;#≠NULO!;1;1;3;2;1;1;2;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;1;1;AGESIC-477
AGESIC-2035;01;10;2;35;2;1;1;1;1;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;1;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;8;8;10;10;10;8;8;10;10;3;1;2;2;3;3;#≠NULO!;8;8;#≠NULO!;#≠NULO!;#≠NULO!;1;2;3;1;1;2;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;2;2;AGESIC-2035
AGESIC-3130;02;2;1;37;2;2;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;1;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;7;5;99;6;8;7;5;#≠NULO!;6;4;2;2;2;3;1;#≠NULO!;10;10;#≠NULO!;#≠NULO!;#≠NULO!;4;1;1;1;1;1;2;2;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;1;1;AGESIC-3130
AGESIC-2454;01;10;1;37;2;2;2;#≠NULO!;#≠NULO!;2;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;1;99;2;3;3;#≠NULO!;5;5;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;2;1;1;2;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;02;00.001;1;1;AGESIC-2454
AGESIC-1725;02;18;2;38;2;2;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;3;2;2;3;3;3;#≠NULO!;10;3;#≠NULO!;#≠NULO!;#≠NULO!;1;1;3;1;1;2;2;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;1;2;AGESIC-1725
AGESIC-3142;02;4;1;39;2;1;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;10;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;10;10;10;10;8;10;10;10;10;1;2;1;99;1;1;#≠NULO!;10;8;#≠NULO!;#≠NULO!;#≠NULO!;4;4;3;2;1;2;2;1;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;1;AGESIC-3142
AGESIC-3503;01;10;1;40;2;2;1;1;1;2;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;10;10;10;10;7;10;10;10;10;7;4;99;3;1;2;2;#≠NULO!;10;5;#≠NULO!;#≠NULO!;#≠NULO!;1;1;99;1;1;1;2;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;2;2;AGESIC-3503
AGESIC-798;02;12;1;43;2;1;1;2;#≠NULO!;2;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;9;7;9;9;8;9;7;9;9;8;2;2;2;1;1;1;#≠NULO!;10;9;#≠NULO!;#≠NULO!;#≠NULO!;4;3;1;2;1;1;2;2;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;1;1;AGESIC-798
AGESIC-1306;02;2;2;43;2;1;1;2;#≠NULO!;2;3;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;9;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;9;9;10;10;#≠NULO!;9;9;10;10;1;1;1;2;3;3;#≠NULO!;9;8;#≠NULO!;#≠NULO!;#≠NULO!;1;1;3;2;1;1;2;1;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;2;2;AGESIC-1306
AGESIC-3;02;13;2;44;2;1;2;#≠NULO!;#≠NULO!;2;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;5;5;5;5;7;5;5;5;5;7;1;2;2;3;2;2;#≠NULO!;8;8;#≠NULO!;#≠NULO!;#≠NULO!;3;4;2;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;01;00.002;1;2;AGESIC-3
AGESIC-4645;01;10;2;45;2;1;1;2;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;7;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;2;2;3;3;3;#≠NULO!;5;7;#≠NULO!;#≠NULO!;#≠NULO!;1;2;4;1;1;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-4645
AGESIC-1165;02;2;2;45;2;1;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;1;1;1;1;1;#≠NULO!;10;10;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;1;2;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;02;00.001;1;1;AGESIC-1165
AGESIC-1188;01;10;2;45;2;1;1;1;99;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;1;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;5;6;9;6;8;5;6;9;6;1;1;2;2;1;2;#≠NULO!;10;10;#≠NULO!;#≠NULO!;#≠NULO!;1;1;2;1;1;1;2;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;1;AGESIC-1188
AGESIC-1191;02;17;1;45;2;2;2;#≠NULO!;#≠NULO!;2;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;9;4;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;5;4;5;8;5;5;4;5;8;5;1;2;1;3;3;3;#≠NULO!;6;5;#≠NULO!;#≠NULO!;#≠NULO!;4;1;4;1;1;1;1;1;1;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;1;1;AGESIC-1191
AGESIC-4113;02;8;1;46;3;2;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;8;5;9;8;8;8;5;9;8;1;1;2;1;3;3;#≠NULO!;9;3;#≠NULO!;#≠NULO!;#≠NULO!;3;2;99;2;2;2;1;2;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;02;00.001;2;2;AGESIC-4113
AGESIC-4275;02;18;1;47;3;1;1;99;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;8;5;8;8;99;8;5;8;8;#≠NULO!;99;2;2;1;99;3;#≠NULO!;7;10;#≠NULO!;#≠NULO!;#≠NULO!;2;3;99;1;1;1;1;1;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;02;00.001;1;2;AGESIC-4275
AGESIC-1297;02;8;1;47;3;2;2;#≠NULO!;#≠NULO!;2;1;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;9;7;7;8;9;9;7;7;8;9;2;2;1;3;3;2;#≠NULO!;9;7;#≠NULO!;#≠NULO!;#≠NULO!;4;1;2;1;2;1;1;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;2;1;AGESIC-1297
AGESIC-1871;02;9;1;47;3;1;2;#≠NULO!;#≠NULO!;2;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;5;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;1;8;8;8;8;8;8;8;8;8;8;4;1;1;1;1;1;#≠NULO!;7;10;#≠NULO!;#≠NULO!;#≠NULO!;1;1;1;1;1;2;2;2;1;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;8;03;00.000;2;2;AGESIC-1871
AGESIC-1950;02;2;2;48;3;1;1;1;2;2;3;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;99;4;4;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;9;9;99;99;99;9;9;#≠NULO!;#≠NULO!;#≠NULO!;4;3;4;3;3;3;#≠NULO!;10;6;#≠NULO!;#≠NULO!;#≠NULO!;4;3;4;2;2;2;1;2;2;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;01;00.002;1;2;AGESIC-1950
AGESIC-2917;02;13;1;48;3;2;2;#≠NULO!;#≠NULO!;2;2;3;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;6;4;1;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;5;7;99;99;99;5;7;#≠NULO!;#≠NULO!;#≠NULO!;3;2;2;2;3;3;#≠NULO!;8;6;#≠NULO!;#≠NULO!;#≠NULO!;99;2;4;1;1;1;2;1;2;2;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;4;02;00.001;1;2;AGESIC-2917
